Engine_Size,Horsepower,Weight,Age,Mileage,Price
1.2255019866037085,248,1985,1,79055,74970.70189530564
4.458889505020213,275,2184,14,96911,81945.8612710451
4.251604036520311,81,2592,2,103618,69653.2303539199
4.998870693144522,345,1910,9,190100,93977.57866181756
4.9865473482956215,250,2736,3,118892,93353.21322491749
3.22172682241051,311,1579,6,76128,86828.36588023919
4.075949660722042,285,1061,5,154180,99038.43028650685
4.7790629195297125,320,1529,11,57495,104545.84351867618
4.398589562709645,368,1082,2,87806,117885.464456682
1.9893924069727906,195,2290,14,98185,46881.03132377434
2.802176541240374,286,1161,7,192902,77695.97291967375
1.51663766060598,375,1240,4,188581,84738.4709736967
4.8162041090348895,354,2940,1,175591,94646.3683636734
3.42469853780352,254,2444,13,54649,80258.22711092065
1.9145712220138509,108,1666,4,170596,41601.95172033184
3.686802737623427,292,2247,6,169957,84225.8909995328
3.4725129618315833,253,941,7,180441,85766.23522591502
2.432650872131362,247,2114,7,100402,69433.72965691573
1.454230368798516,363,2255,14,35676,69312.44095127276
3.6862927823711984,220,2675,7,69093,79826.2062222042
3.081230803615173,195,2647,3,183836,74867.37588859074
4.089273566942557,370,2512,6,186871,89199.17034583363
3.0806540044479735,377,1500,13,84414,82227.33607625407
4.408726001274161,303,1797,8,98095,90678.33073215332
3.207627355097942,77,2896,4,77307,50473.88887935244
3.243751886141545,198,2125,13,100432,66039.24458270814
4.5066144106333805,333,1680,8,36923,100088.66002149775
2.613931464849588,226,2013,2,122449,74128.83594846894
1.536060913802563,74,1959,10,52574,46715.67296751554
1.115130705253356,155,1354,9,179463,41009.4540199776
4.0205490226944764,244,1203,9,126757,85584.2841584978
3.4812382054138586,359,1691,8,58664,90591.34312422943
3.8163190723968943,262,1401,10,72384,88968.42972079515
1.851856646035643,380,2630,14,36027,75092.21827461249
1.545485902347079,188,1140,13,171536,45558.11206467828
1.0581786626715277,287,2768,10,39485,61561.0967410912
2.402350235226388,183,1503,1,155528,63287.75540854741
3.3596707474185323,214,1117,2,40554,91268.04969908309
2.5689761803989293,95,2186,6,51922,57159.70051640841
2.7498996880949163,205,2600,10,18409,60829.31445257151
4.616634777974994,372,2167,5,41639,106551.58108926722
2.3930218680932014,301,2372,12,199699,58782.02865498302
3.055957956639243,145,1616,14,24692,57755.84272837473
4.134612050964572,397,1352,9,94037,90873.36688246448
2.5861711292850806,371,1655,5,190272,89594.54673232499
3.488346800911494,358,2612,2,193487,88617.36503184363
4.44945483498698,70,982,10,23074,60869.96763371312
4.7980824946305685,216,2374,4,151621,94979.79465544154
1.5882939237161517,356,1196,9,34963,89356.27304629516
4.706350500645978,211,2527,1,57265,92509.69374982615
2.9684651723181528,122,2317,11,21061,54405.353921711714
2.0329775531958334,373,1706,1,194298,87465.93647936928
2.8365430249530452,138,2156,12,164882,48293.41827404507
4.920130301141908,159,2974,7,196078,70095.25203313712
2.9704723759714784,289,800,11,118502,74265.51764149658
2.315006441150033,261,818,3,27800,94514.91163405843
3.533603417266903,132,1383,10,121192,60131.156722257474
1.9605824751127723,142,1255,2,112228,67875.24854418002
1.3034533124346557,230,2836,9,193839,40855.81019719213
1.515518887642597,238,1932,3,33054,87120.5510299082
1.5121833558310898,158,2752,2,181469,53257.56359147501
1.6076107740491774,245,2950,12,18233,72473.40757526165
1.5553086905976405,338,1787,8,161140,73314.27940641137
3.5634989792128584,142,1319,10,70727,65487.510049359444
1.7275203375965793,314,1658,6,95610,80708.26666871861
2.382669133295453,146,973,6,75453,71183.0021573297
4.587153639624047,228,2166,10,109135,81363.04983948119
2.8958465610514894,393,1526,11,161904,86396.4148485722
3.6702309540841087,167,2510,7,113464,71083.36327971125
1.6892794848065193,171,2675,7,18682,53696.27082462346
1.769156075234683,201,2481,11,159455,41287.556578227704
1.1634744650659155,171,2147,13,63160,40568.91072745516
1.6757402522886582,88,1789,6,28666,54365.35399016182
2.1143613561278345,151,1219,4,63817,66718.67499165557
1.7080419371069873,348,1393,11,96198,69385.64266724116
1.3548101350282225,198,2574,9,170714,48447.93213282402
1.4825434844024032,379,1735,6,46830,87334.17197590163
2.843115072130903,158,1907,4,15234,75795.84553390149
1.82533487362317,282,1936,12,62616,64463.45246311569
2.457079444192302,212,1131,3,14221,81912.81504171056
3.0136690834194275,134,2888,4,147482,53744.136858310536
3.761579314517461,145,2593,3,197485,68897.53597882637
1.1572485593643957,268,1758,2,6051,75626.44406664923
4.197641595636171,212,904,14,115529,75305.76509855344
3.511601557963631,385,1001,5,81918,113544.42444506922
1.3270361277954876,162,2642,2,83116,55535.72029891714
4.4943144964271085,374,2666,6,127226,103129.94667501283
4.683489602127253,293,2796,3,192635,91580.66189719638
1.244311839419455,360,2089,6,49757,81286.27253166091
2.107510592588815,171,1709,11,126008,54406.18695023428
4.224805119172245,336,1009,10,187329,88612.5881070233
3.9930387615346334,179,1362,9,136379,72377.86993624426
1.7380840774255093,399,2363,1,61889,90777.98287827545
1.8373972933468412,334,1570,6,40944,84860.94395244517
2.481888411165528,72,1428,9,104555,46564.577310406734
2.9380919407640853,154,2428,11,43134,64922.29099149566
3.473019086121184,351,2501,4,163395,79830.06554557725
2.4756545582790896,397,1186,11,30954,94944.18292186012
2.8501388645325916,373,2735,12,191093,72281.60442337213
3.989883752535026,186,1904,2,94959,85352.42984116038
1.1467328115623916,290,1067,13,9992,73461.99723682656
2.009747777376083,223,2656,4,6961,71570.48426879392
3.8533983435382098,222,2798,1,17497,91854.59597116594
4.580827350748797,81,2180,3,168623,58894.069365058116
3.0467097684626645,202,2036,10,191827,56010.933737025196
3.1284539410612626,373,1373,9,18255,102240.91368436623
1.4286880453591042,362,848,10,140639,67682.57568519043
2.7896494672938186,369,1950,5,53847,95838.15257360428
3.1304690658200927,297,1022,11,184075,70960.16716714176
1.9698820145389186,340,2231,6,25389,83818.00125745268
2.076972923797524,112,2328,3,180595,46379.79594657221
2.5091366524184906,395,2619,5,128802,80337.95519788077
1.0802847911109055,371,2261,11,66576,71961.21490368625
2.288316662332713,90,1930,8,48919,53295.02948853797
1.8457920279861786,176,2481,6,8358,66875.84182232543
2.3099894087116586,372,1174,4,93535,97739.30480968757
1.4790485272770049,186,2920,2,110982,63800.12190366112
4.56210912295958,193,2821,14,10698,74363.46671088997
3.3743698142161946,350,1853,9,71809,96828.3436367456
3.7164092765779584,361,2689,13,98079,77381.0816756689
4.156684954429354,272,2623,12,60805,84458.8787815755
2.993768795716229,120,2274,1,167421,64383.4224473691
1.3476811523496948,340,1979,1,186320,76446.31248137148
3.148426167274191,393,1864,13,80033,89348.43050900911
3.3473644720835165,346,2870,4,103239,84886.10138499082
3.98175789673732,210,1159,7,135407,73942.76912427344
2.7266381849187176,344,2841,1,49041,102013.96640973473
1.510321211182255,359,1941,9,36954,78157.63879847167
2.135103623194898,121,2435,4,13002,61470.70187652568
2.4523291855945404,96,2203,3,74783,54129.44611354987
3.583668965326405,226,2743,1,112524,74163.54019512705
3.2831132186756475,308,1478,10,129857,80004.75135534377
2.424386903591385,225,806,4,24738,82678.11562118745
4.946060995171919,360,2391,9,15703,106065.91974508761
3.4230992774275486,205,1632,13,118776,65258.483921331266
1.948907166943978,213,2610,14,185494,54709.042741855286
1.407129890481615,175,1713,10,197971,41161.45922015814
1.611436556737328,227,2811,6,148464,63099.07299361585
1.9838309135380325,215,2242,6,49724,75692.848383529
1.6427254930382227,71,2250,1,37299,59696.005370665705
1.746268096205223,146,2302,10,20641,52153.233106896216
2.1403806747753884,201,925,2,84534,70047.96371753946
1.6934943811790193,159,1616,11,11305,59533.274436101674
4.587061698505701,332,2629,6,23782,107582.99398655033
1.3209349826465688,177,1375,2,83257,74010.35718258748
3.0980455582810187,143,2215,3,82963,64982.53469501425
2.641587307958646,108,1729,4,126987,58071.106517742825
4.929514467634426,228,2263,11,156638,71730.75278896115
1.4481556086722094,140,1632,5,129591,49190.574907193055
2.5914223961829665,381,1854,9,72766,91182.03684064187
4.877881733101475,310,2448,12,11511,91665.65001798312
4.462028503575921,367,2700,4,119816,96529.59214202232
4.268288283797119,105,2257,13,162249,56966.36558898833
2.0316113081797593,153,2199,11,9765,58590.38441565581
1.6835503495602633,332,1242,9,156426,72834.37878615799
3.674572879697724,379,2922,11,28929,88187.82624658645
4.717503956510344,241,1356,10,164892,88153.78804315625
3.227051572055719,242,1978,3,116576,81212.78356304471
3.2864507578795994,116,2837,8,165595,62679.95675681065
2.1199163746411367,210,1162,12,76088,63068.121844479305
4.077971732767748,187,2057,1,82525,75010.03465290618
1.7481749942300935,346,2641,11,18780,62408.62227995641
2.2947169456169747,283,2650,9,11589,77760.36527416314
2.701745754465667,289,2972,9,170884,70765.71679737937
3.03044151473782,95,1710,10,98664,50281.27146828331
1.969638929660321,78,1044,2,182011,62841.12530116832
1.4593472989568141,340,1341,4,187565,83079.57307662503
3.4424801697665304,79,2969,13,109188,44992.53517533798
2.154522212961023,190,2972,8,98326,58007.36741546884
3.324952885690449,194,2372,7,45953,78316.03417246617
1.6174508610968092,239,923,1,70785,89291.78137537705
2.92456040741927,141,2531,5,24309,71627.44309308207
3.1303577302063434,221,1585,7,59195,79341.92010300649
1.2072941472897076,277,2843,4,30901,73572.7791662509
2.3464171127756823,118,1596,1,159648,63366.29830945159
1.537658707755897,223,876,9,167580,62396.92059842215
1.253499881891071,362,858,14,30464,67890.76258973089
4.959840929559781,137,2323,5,196353,72874.75468621551
2.289415379898892,119,2736,11,21260,53016.72557708981
4.239497783418539,221,2956,2,129997,81891.98643208746
2.0185626190550554,88,2101,8,40440,54889.133173528244
3.726010888895717,169,867,11,100082,80852.36521401093
4.040911439558746,129,2732,13,110583,56491.73717199217
3.382554962431377,236,1164,2,61683,95084.40510298946
2.8863047542006335,271,1620,3,129206,90705.28183586284
2.647363656589074,215,2202,14,177502,51576.57178242187
2.395473066171981,233,1746,10,138059,57906.7485175818
4.718116576991303,311,2377,1,161177,101864.66686137003
4.3224776311509165,138,2177,11,83484,56067.770365216944
4.86010764266605,244,2239,2,149098,80546.18595151501
1.497188893942179,118,1561,14,73309,43132.85138711872
3.923469900814577,177,1140,7,50927,70628.74729110727
4.753361827284151,295,1182,10,193607,80452.49590613227
1.7249322646626406,230,1803,2,47946,73648.2852997495
1.26598506946711,188,2356,6,131503,47780.558807007445
3.964482597160236,218,1099,3,192633,81731.18825954631
3.2978924527196476,219,938,4,146449,85821.57032559966
4.367315107033088,362,1158,11,58592,102593.56491308435
1.559089506505158,212,1635,13,143419,44567.594043143974
4.181069247439561,229,2322,8,38776,90988.67934343788
1.8065092801909781,80,2427,14,139855,22584.388058806864
1.654623771462818,207,2782,3,60798,65912.56771556305
1.6570631917239718,147,2103,10,140370,36451.47565873325
4.258298880925528,146,1708,6,75204,79291.66057605692
3.6607888827848005,323,1934,1,91207,97986.61404281542
3.0922616990764773,327,2986,7,105356,85530.80315024365
2.43532193649401,389,1795,8,191233,83492.38284792323
4.508802163252433,360,2951,11,65652,89827.56064606115
2.5697804296905415,332,2037,14,170556,61674.06523344313
4.266397757886308,154,2584,8,134572,65349.93839792993
2.7565396342808737,215,964,3,25922,95836.4143744187
2.5077777176996303,392,1798,14,170100,81599.56414713744
2.8507191426784257,111,2107,10,156388,43238.37221458416
2.2055114966565683,194,1456,1,81996,79585.53866325929
3.9904375207050045,236,2709,9,153040,62298.1430211537
3.0108815603699166,310,2846,13,35266,72499.06017767251
1.9288507805872692,349,2911,6,160072,66312.22448038586
4.598298293098274,257,1940,11,150083,84766.1436326484
2.5355648854928456,371,2689,9,7866,80776.65148500071
3.1742114444559544,88,1066,7,117669,62856.92273275999
4.625888443858187,137,2645,1,10898,87853.81815869533
3.4969519836559684,287,2508,12,23395,79126.77172060018
1.4675921628334563,171,2310,12,175091,47061.37205638964
4.7593284944539,111,1275,1,9006,101597.63391730277
3.5108322122856714,357,1776,6,170465,88687.49360602052
2.3396224586283445,236,2007,5,15956,76495.9181660268
1.557088290653549,178,1843,9,186114,38678.21973121255
4.1761007570811834,105,2760,2,142150,67815.51112045342
3.480291023714054,301,1357,8,165703,91687.60446844237
3.133844367905286,298,1817,11,100676,76547.99824560268
4.575570332203831,233,2405,5,126724,88545.43907334955
4.154388844898123,142,1682,2,67901,76445.54413958866
1.6066995189310047,205,2994,13,112227,41831.561502780016
2.246888271182193,139,1465,10,122192,54867.0726984708
1.993956559257863,265,2571,11,177646,54714.28446430316
3.975785170290708,338,1663,11,36417,98761.25803437848
1.1341297389431175,118,1381,12,93020,37873.07848875161
3.279558739485266,385,1494,6,88639,90125.40717176381
4.049834742962762,199,2051,10,99881,78643.64909531345
4.507062547046997,74,2410,8,175526,52163.67393002143
2.36832699486363,96,2039,4,137659,55791.91609641896
4.285029218688051,229,1198,2,126688,94889.47808194648
1.442526947820829,218,2746,12,120584,38004.72960740667
4.385809166938072,333,1514,11,190782,90959.5404217047
1.5099546493279297,299,1503,5,91567,72786.4412219786
2.589149162241469,269,2514,12,80886,66227.58640786655
4.1891814631182145,119,2772,2,154888,66751.49888511792
1.5996697093950951,136,881,2,34432,77070.7551863253
1.917005580930566,369,1403,6,184689,85543.37568836485
3.889010273572265,127,2770,11,77373,50750.56926972451
3.8801461461842974,328,2510,10,170289,90522.18477901533
3.564590531541189,395,2846,9,25884,92724.47058975353
3.7757937778684,199,1702,13,10454,85752.21360785638
3.1708977733903847,284,1164,4,79960,89949.33432642315
2.007196235627811,241,962,6,107421,70869.30635456281
2.3827839740156778,327,2663,7,48618,79361.19312673631
1.7263908672057027,171,915,13,198743,42352.73871274816
4.633802245334513,278,1680,11,52111,103983.5206517922
3.333567179064482,360,1639,6,175685,88236.92143591268
2.6034056670545596,355,2994,8,125592,74898.40317374303
2.8480232145765307,185,2146,4,64993,73439.79950407697
4.789133358447261,333,1836,12,133652,85564.23088295455
1.6134056124643208,219,1742,1,144920,75369.24757116582
3.344919328067189,369,2524,7,83672,83870.19044607187
3.023554715537864,105,1937,3,71125,63843.39468894589
3.4458169417385913,356,821,14,122509,90064.11708314269
1.072440735283362,372,2549,6,66602,76358.12653610406
4.488495635776606,380,1482,2,47222,120066.28099871309
4.72847312993445,277,2633,9,54223,97730.76562290275
3.2605327343568358,175,925,1,70333,90351.62961651708
3.786603295507569,227,1076,6,188804,78735.88808976626
4.689997524709183,190,2799,6,127650,87559.69344693245
3.8289545372535945,124,2027,5,54420,70381.35555404758
1.6101561716570454,81,1495,13,80504,38684.38116829359
3.3051534406672527,214,2109,5,7462,83327.06586782419
3.4268601855314236,205,856,1,14460,94565.97265416649
2.696522685209544,72,818,10,104319,47430.60819687055
3.9457769424988913,213,912,12,145347,65020.206414188644
4.737468059076059,99,1341,5,149341,75713.47234450444
4.702274051627105,306,1378,2,134593,100513.38348526355
2.8033574856165284,348,1888,7,127672,93572.14382983863
1.452952183363021,184,824,3,77920,68487.30585072796
4.939364795849338,173,2372,13,27553,75453.23207933725
4.355592345783736,187,2848,4,160438,79681.39769828317
1.4986507248130674,74,2372,3,49036,52597.28898574315
4.683367530469489,317,940,3,153441,103154.07310482067
4.479585448248513,390,2567,4,147867,98768.66484716588
3.0753522285042885,190,1447,5,75021,94954.64684802969
3.365101742979717,355,1000,1,112205,105853.34275514644
2.596010815480521,218,1056,4,166215,77773.03441076615
1.2190465552881253,153,1346,12,165497,35027.88484113752
2.3407889665836037,300,1601,12,93209,68374.66480055047
4.211413794392046,357,1741,11,80139,105476.91979658783
1.0185280920184114,230,1213,8,10368,73838.43943292547
2.3339966867645767,341,2814,10,140693,71554.64401278303
2.5926747743637732,107,2181,7,63829,55162.22373592507
3.1495824117516915,295,1898,9,134036,75713.60043423064
4.679422465651042,211,1709,5,196366,77620.54604892769
2.385383977463845,361,987,13,19719,80606.30516901755
2.3878128075849108,220,2815,10,34227,68308.56338198435
3.9500049924389935,183,2113,4,114430,80534.79605347224
2.8088717635592286,306,2892,8,143638,74920.32819018519
1.8984192917599279,135,2930,9,17306,50168.384394268105
2.8097580645307736,327,1946,13,58822,79060.49939191202
1.5634280815191994,318,1157,7,29042,79898.84582728293
1.7055479460248932,392,2351,14,151158,62200.203254347616
2.993471090957919,249,1889,7,153459,79941.36090837423
2.6757017980181916,259,2480,5,163114,70144.03086834925
4.6593836042724,223,961,4,94424,98213.4205256119
2.4495755964665324,265,1249,14,187690,63315.174841019776
3.322353401112174,380,2297,10,154395,84012.43164006251
3.5290571516781215,331,1836,1,23019,106634.10093355074
1.0523778263533345,212,2958,10,80426,42201.81672605814
3.6541494880668424,385,2750,10,45863,88533.58076235183
1.7121438674790057,170,2113,7,116023,49011.23716418982
4.84428126987782,313,2038,1,146355,105943.14224312524
1.5946509110124518,81,1773,1,154351,50118.58055220994
2.658496494908095,308,1431,5,51999,84932.89414043682
1.3413986723145754,118,2390,13,67780,40919.28358669263
4.987497007383789,111,1850,9,27908,80954.61836384085
3.0087800413249703,235,2388,6,197656,62042.930374102936
3.381540069280175,151,2493,3,131278,67565.94283109502
1.26830590955371,360,1236,13,118002,70961.99565173207
3.999841881596711,227,2356,3,186297,73763.19828217657
1.839622372382343,285,1876,7,174024,67946.19280353849
4.592217157762855,227,2104,6,105706,87506.37528292065
1.8205585619280287,203,2878,9,173735,42139.66996791909
1.7627508826546663,136,982,6,127019,57449.47073622783
1.1461986713923795,76,2269,5,114708,42096.19230441856
2.888267780439997,83,2279,10,197453,37744.896612825985
3.2593645330504657,142,2389,7,184001,53213.41801507268
1.2628345577134095,232,2387,1,14343,68318.13680705133
4.102110466780042,135,1459,12,81173,64983.04888862088
2.8131553389921105,199,959,7,105260,72609.03265975114
3.09756107731032,275,1811,3,175863,77433.83782501097
2.7630509877529126,345,852,14,165206,67603.48841080387
2.603052243501304,325,1845,9,183173,69002.63782482731
3.2385613252328715,335,1853,6,74443,89801.59006780296
1.62096098372285,94,2028,9,62530,49689.48141794405
1.7277125219810845,350,2294,13,182871,63195.844749733325
4.447142484054069,322,2289,5,140899,98181.32526680757
4.784461848534531,379,1835,7,101143,102294.1603032814
2.493237265119012,358,2750,13,198725,64465.65201634882
2.082978692574215,233,1649,14,149771,41281.91704558606
3.575998172956063,164,1153,4,119527,79105.42737455346
2.6349366843923856,339,1898,7,141385,83513.18184464307
1.1015454226413794,390,2539,13,149670,59685.63754182641
1.6246103894647614,179,2264,1,116362,63825.07217432699
3.86388891538959,379,1790,7,33807,96661.92994626646
3.6356957676406054,307,2064,8,181298,75096.39118912573
1.108383970013934,94,2684,5,64550,47890.31795227285
1.8878886477317978,210,2609,2,8558,76129.73557455225
1.9242991863522856,186,1911,5,55113,64191.08093559445
3.6875709743949137,94,1617,6,57999,73112.45938218286
1.0788421510174566,148,2599,12,191950,30731.2277921392
1.4164343279382954,137,2760,2,172415,44657.16980389557
4.199664341492758,242,1688,14,63219,77225.65817892559
1.7141786482173345,81,2655,6,171258,35180.70072918099
3.610984431407499,357,1980,6,173038,83065.95569716733
1.952731124186906,197,1467,1,169841,73122.99802300576
1.3977655710373806,165,1432,14,58218,45324.56240183608
1.9726887639978163,161,2442,1,24229,65291.38654049796
3.8890677274226366,210,936,14,80209,66569.0802168143
4.422785872425143,100,2746,11,32877,51342.2876414555
4.320879458267966,89,2497,10,194073,55743.680006738665
2.5887341184738193,215,1227,3,102137,81671.9563829716
3.6723405462825847,385,2275,14,43084,95722.19729323422
1.8199371816632839,229,1618,10,86780,61261.900872455364
2.172590921044053,112,2988,10,152878,37040.52473188445
4.5853432740844795,323,1906,12,42034,92011.41062616013
1.0520076940429441,199,997,3,176389,56617.15340315254
1.3420341234178723,129,2795,4,60468,57002.78474104391
1.8315450205841093,220,1270,2,155166,69156.5039210281
1.1061288154952789,356,2748,9,193868,60709.94450396924
1.7257417403591893,74,1728,10,15589,45588.7797630715
3.3321662438787687,335,2810,12,62221,86433.88948213369
2.685698202369992,199,1705,11,6657,60284.33122178623
4.570686844307899,336,822,14,103300,87408.87388087297
4.269774246953764,247,1034,7,122229,90248.4265968029
2.367269406791504,322,1924,7,44531,92648.72901048671
2.03769373372517,125,1728,6,57227,57957.8888710075
2.5187696326690676,152,1322,3,8164,72415.18303271582
3.361179770059231,168,2608,6,98078,72166.51168626556
2.072254563291505,218,1230,14,46247,63506.76871640653
3.496595631396536,398,1592,12,155673,93769.99411114352
2.6376466087649617,225,2429,8,55599,63056.49744639799
3.208188723407921,259,2536,8,140624,76873.932217318
2.7445061165412667,332,1332,11,145489,69254.64164848877
2.1778630381676707,149,2546,13,194651,36059.963574567024
4.793813227848627,321,2475,9,73207,97202.85958690864
4.054423176639043,166,2116,1,77055,85041.05230410783
1.5604527030658102,329,1712,14,107266,69125.30330443832
4.473871903591651,329,1924,1,83270,98356.07514368708
2.9497247929980546,172,2325,3,116426,69503.75574247963
4.578208907576366,109,2127,3,139794,79385.36142453065
4.199421023789261,342,1823,10,75442,94781.47932567458
2.700854017876934,170,2376,8,100632,54364.573744181966
1.0898772332804696,377,2178,10,176103,69018.31484037702
2.0747094375397843,290,2319,1,26438,82946.0841495998
3.1665368586434677,377,2481,13,63819,79440.15980883334
3.533912879304589,193,2797,2,48856,75787.14427001918
2.031550741732809,300,1026,2,169648,79557.14036911767
1.5574242962912965,247,2059,3,46938,74464.65547219475
4.339720947197197,132,1672,13,185100,51544.26730406219
4.9376087228142085,185,1691,6,64807,83743.08039886395
3.1027607292107433,260,2278,1,54877,85269.51145437485
1.686717143393214,131,1836,2,48461,58381.913907712515
2.089229306077476,325,1196,13,98474,72539.70558136696
1.073562706189867,76,1923,13,176541,26276.32963152334
4.657195226241996,224,2878,1,88136,92316.05086126892
1.4710043315605645,161,1448,5,25435,65439.894096223536
3.3060659020570142,83,1128,13,150263,57602.44579289917
2.096220882748824,298,2282,13,89726,66560.10506012637
3.2167120100631736,155,1751,7,163458,65921.87731995161
3.605681553407457,202,2805,8,167793,61563.93367837478
4.318967214828806,252,2816,10,59786,85648.8884319379
1.8256850870424128,131,2678,1,18704,61627.398077372694
1.043983314633922,288,1996,7,61635,69558.30815501433
1.547542520275229,315,2572,13,138195,49907.90582128992
4.60007456739242,299,961,5,95710,103549.96719907997
4.495560310250061,148,2551,10,67993,65653.14130615379
3.389652408681233,218,1575,1,117752,89162.2375418694
3.4020674417346135,207,2627,3,161488,75881.88184387081
3.660146698185022,383,1851,7,137886,92122.1566476847
1.7014851144937984,134,1739,10,83537,59561.795559073085
4.657647783699839,82,1339,1,55258,83056.15078863133
2.6750820995682925,282,1621,7,152580,66369.1622931837
2.53255411299799,311,2261,5,90166,77666.56305217052
3.07567082113135,282,1888,1,118710,82787.86145726155
1.1878638671002202,250,1155,1,40699,80870.00144573303
1.6651334750243176,242,1034,14,51335,55907.45266683228
3.9521344657054818,229,2348,1,51806,89016.52564661263
1.3311946717005059,233,2896,11,82853,52574.07822628789
3.412608437865553,257,917,9,199840,74761.89697648343
1.9813964387252838,260,2901,11,40739,62723.832448093366
2.557182456167906,377,2473,13,39785,81279.66224456359
2.1547749470827995,325,1867,3,168052,77106.53908912411
2.4226908658597965,252,2900,13,90016,50401.48664854672
3.876183620736982,186,1357,5,137681,76045.79786217264
2.1884868624927,351,2615,11,71253,76696.40382151802
3.2656185611875888,265,2805,10,96128,70525.03354645368
2.9042016087963987,103,1197,12,164213,50429.01473602369
3.6546846614505926,121,1474,9,166081,56667.08214405731
4.747318957299032,181,1186,6,132581,89133.75205778191
3.930288388841001,321,2958,12,115966,65113.43777337135
1.859761514363027,151,2864,9,142854,44456.974679521
1.1247325402451387,301,1683,8,104352,73099.1020575675
2.0490561771993003,296,1340,8,162005,77740.54199780172
3.3803117228010193,302,970,1,82154,99201.04293619578
1.2057032539370014,290,1539,13,144379,49069.31525328159
2.9854649888049454,111,2201,9,113297,60467.324122156366
3.387371395667557,90,918,6,43346,70581.96533131266
2.3369755632678433,111,2951,9,117138,43594.916809793336
4.083648814983288,182,2795,3,55772,77108.15731547766
1.4263930125350872,174,2505,12,45149,41904.78669598941
1.300551126943235,261,2522,3,91700,70097.72486016765
3.9127550248144134,86,2497,6,163598,60398.55747230862
2.981965264824794,189,2244,9,101758,64682.80212759546
3.753609585710944,198,2559,7,133447,65997.88777771834
2.739309354414985,199,2324,14,10695,56993.88070977414
1.9856081329564272,129,1464,13,44169,43850.10178755196
4.276409270696799,117,832,3,52947,82552.78828518454
4.197663515875917,98,2902,3,183296,56638.36030326251
3.778785883417707,166,2859,2,50865,70239.53859088643
2.088580548919851,79,2351,9,161625,41260.36945312404
3.3609226674763484,311,1519,13,109501,71756.98203238595
2.443895587760107,383,1283,3,65410,104282.97810923452
1.3663282933065366,301,1772,11,108754,64960.66489701961
4.669254301848971,346,1106,5,95895,109644.14035288375
1.5472745236758456,353,1256,14,160888,72913.70141970721
4.80094941528321,272,1130,14,191098,72680.74215194305
2.784023091831823,316,1024,9,55705,91484.64471489858
